CHR,START,END,ENTREZ,r01_100kb_count,r03_100kb_count,r05_100kb_count,all_SNPs_100kb,r01_10kb_count,r03_10kb_count,r05_10kb_count,all_SNPs_10kb,GENE_SIZE,ratio_r01_100kb,ratio_r03_100kb,ratio_r05_100kb,ratio_allSNPs_100kb,ratio_r01_10kb,ratio_r03_10kb,ratio_r05_10kb,ratio_all_SNPs_10kb
chr2,211295973,211342376,10314,12,34,46,771,2,9,12,192,46403,0.00%,0.01%,0.02%,0.31%,0.00%,0.01%,0.02%,0.29%
chr7,143883176,143991230,445328,15,30,40,429,6,11,13,55,108054,0.00%,0.01%,0.01%,0.14%,0.00%,0.01%,0.01%,0.04%
chr14,80663873,80854100,1734,19,55,82,1312,8,22,33,531,190227,0.00%,0.01%,0.02%,0.34%,0.00%,0.01%,0.02%,0.25%
chr1,118496484,118727846,200162,21,45,55,1130,16,31,37,588,231362,0.00%,0.01%,0.01%,0.26%,0.01%,0.01%,0.01%,0.23%
chr1,48688357,48714316,200010,11,28,49,786,2,7,15,145,25959,0.00%,0.01%,0.02%,0.35%,0.00%,0.02%,0.03%,0.32%
chr2,202047604,202094129,843,12,40,45,680,3,8,10,140,46525,0.00%,0.02%,0.02%,0.28%,0.00%,0.01%,0.02%,0.21%
chr12,109525996,109531436,121642,10,19,40,621,2,7,8,62,5440,0.00%,0.01%,0.02%,0.30%,0.01%,0.03%,0.03%,0.24%
chr7,91570181,91739987,10142,18,30,39,813,7,14,18,408,169806,0.00%,0.01%,0.01%,0.22%,0.00%,0.01%,0.01%,0.21%
chr11,117070037,117075498,6876,10,33,46,754,2,4,8,114,5461,0.00%,0.02%,0.02%,0.37%,0.01%,0.02%,0.03%,0.45%
chr19,36494209,36499695,163183,10,32,52,603,1,2,3,52,5486,0.00%,0.02%,0.03%,0.29%,0.00%,0.01%,0.01%,0.20%
chr12,7074490,7079988,11331,10,22,37,530,2,5,6,51,5498,0.00%,0.01%,0.02%,0.26%,0.01%,0.02%,0.02%,0.20%
chr16,66788879,66835523,283847,12,26,30,641,4,7,7,174,46644,0.00%,0.01%,0.01%,0.26%,0.01%,0.01%,0.01%,0.26%
chr1,16068917,16074477,388595,10,45,60,738,0,6,9,83,5560,0.00%,0.02%,0.03%,0.36%,0.00%,0.02%,0.04%,0.32%
chr14,92246095,92333880,123036,14,45,75,917,3,12,21,284,87785,0.00%,0.02%,0.03%,0.32%,0.00%,0.01%,0.02%,0.26%
chr2,54197975,54532437,98,26,86,141,1876,15,48,79,1228,334462,0.00%,0.02%,0.03%,0.35%,0.00%,0.01%,0.02%,0.35%
chr11,63678693,63684316,283248,10,24,25,477,3,4,4,38,5623,0.00%,0.01%,0.01%,0.23%,0.01%,0.02%,0.02%,0.15%
chr11,65764016,65769647,84285,10,17,28,583,1,3,4,106,5631,0.00%,0.01%,0.01%,0.28%,0.00%,0.01%,0.02%,0.41%
chr7,127250346,127255982,5078,10,29,34,520,2,4,5,70,5636,0.00%,0.01%,0.02%,0.25%,0.01%,0.02%,0.02%,0.27%
chr10,31607424,31818742,6935,20,38,52,838,10,17,24,461,211318,0.00%,0.01%,0.01%,0.20%,0.00%,0.01%,0.01%,0.20%
chr5,118373467,118584833,1657,20,61,100,1087,5,26,46,465,211366,0.00%,0.01%,0.02%,0.26%,0.00%,0.01%,0.02%,0.20%
chr1,27695603,27701315,8547,10,20,28,467,5,6,8,57,5712,0.00%,0.01%,0.01%,0.23%,0.02%,0.02%,0.03%,0.22%
chr8,145554228,145559943,83482,10,24,36,431,0,3,5,48,5715,0.00%,0.01%,0.02%,0.21%,0.00%,0.01%,0.02%,0.19%
chr1,40711619,40717363,127391,10,26,37,469,2,3,4,44,5744,0.00%,0.01%,0.02%,0.23%,0.01%,0.01%,0.02%,0.17%
chr6,76458909,76629254,4646,18,43,72,1149,9,19,37,569,170345,0.00%,0.01%,0.02%,0.31%,0.00%,0.01%,0.02%,0.30%
chr6,43021767,43027544,51069,10,16,24,647,2,3,3,83,5777,0.00%,0.01%,0.01%,0.31%,0.01%,0.01%,0.01%,0.32%
chr2,176968944,176974722,3237,10,27,54,609,3,6,10,67,5778,0.00%,0.01%,0.03%,0.30%,0.01%,0.02%,0.04%,0.26%
chr1,155036207,155042029,1945,10,28,39,443,2,5,9,44,5822,0.00%,0.01%,0.02%,0.22%,0.01%,0.02%,0.03%,0.17%
chr17,57286761,57292608,55181,10,19,26,489,0,2,2,67,5847,0.00%,0.01%,0.01%,0.24%,0.00%,0.01%,0.01%,0.26%
chr2,130896860,130902707,91409,10,24,30,636,2,5,5,111,5847,0.00%,0.01%,0.01%,0.31%,0.01%,0.02%,0.02%,0.43%
chr2,130896860,130902707,90557,10,24,30,636,2,5,5,111,5847,0.00%,0.01%,0.01%,0.31%,0.01%,0.02%,0.02%,0.43%
chr8,37791799,37797647,137362,10,23,28,378,2,3,2,68,5848,0.00%,0.01%,0.01%,0.18%,0.01%,0.01%,0.01%,0.26%
chr15,69591286,69700119,54852,15,26,36,863,3,10,15,464,108833,0.00%,0.01%,0.01%,0.28%,0.00%,0.01%,0.01%,0.36%
chr5,132211071,132299326,27125,14,42,65,881,3,14,22,348,88255,0.00%,0.01%,0.02%,0.31%,0.00%,0.01%,0.02%,0.32%
chr17,39017555,39023462,3859,10,43,77,795,1,4,7,86,5907,0.00%,0.02%,0.04%,0.39%,0.00%,0.02%,0.03%,0.33%
chr19,13049392,13055303,811,10,24,37,470,2,4,6,39,5911,0.00%,0.01%,0.02%,0.23%,0.01%,0.02%,0.02%,0.15%
chr10,23384435,23410942,22921,11,34,53,623,4,8,11,120,26507,0.00%,0.02%,0.02%,0.28%,0.01%,0.02%,0.02%,0.26%
chr14,67826714,67853233,1965,11,30,44,911,2,3,5,179,26519,0.00%,0.01%,0.02%,0.40%,0.00%,0.01%,0.01%,0.38%
chr22,29950797,29977326,8508,11,37,59,742,4,9,12,172,26529,0.00%,0.02%,0.03%,0.33%,0.01%,0.02%,0.03%,0.37%
chr5,143550396,143865249,57528,25,48,75,1432,17,29,45,798,314853,0.00%,0.01%,0.01%,0.28%,0.01%,0.01%,0.01%,0.24%
chr13,41506056,41635576,1997,16,37,52,1161,6,18,25,461,129520,0.00%,0.01%,0.02%,0.35%,0.00%,0.01%,0.02%,0.31%
chr1,6694228,6761984,55735,13,48,67,885,1,11,15,240,67756,0.00%,0.02%,0.03%,0.33%,0.00%,0.01%,0.02%,0.27%
chr5,140019012,140024993,55374,10,23,35,590,0,2,5,97,5981,0.00%,0.01%,0.02%,0.29%,0.00%,0.01%,0.02%,0.37%
chr16,50582241,50670647,85407,14,29,39,592,7,10,14,222,88406,0.00%,0.01%,0.01%,0.21%,0.01%,0.01%,0.01%,0.20%
chr3,179065480,179112719,55669,12,45,74,811,3,6,12,177,47239,0.00%,0.02%,0.03%,0.33%,0.00%,0.01%,0.02%,0.26%
chr22,29190543,29196585,7494,10,21,41,732,1,2,5,69,6042,0.00%,0.01%,0.02%,0.36%,0.00%,0.01%,0.02%,0.26%
chr1,161122566,161128646,51506,10,22,42,578,0,1,1,69,6080,0.00%,0.01%,0.02%,0.28%,0.00%,0.00%,0.00%,0.26%
chr2,26466038,26513336,3032,12,21,30,663,3,5,9,156,47298,0.00%,0.01%,0.01%,0.27%,0.00%,0.01%,0.01%,0.23%
chr7,142941186,142967947,373156,11,41,53,460,0,1,1,44,26761,0.00%,0.02%,0.02%,0.20%,0.00%,0.00%,0.00%,0.09%
chr11,67171386,67177560,374403,10,16,20,421,4,2,4,64,6174,0.00%,0.01%,0.01%,0.20%,0.02%,0.01%,0.02%,0.24%
chr22,31884674,32014572,9814,16,35,51,1125,8,11,20,565,129898,0.00%,0.01%,0.02%,0.34%,0.01%,0.01%,0.01%,0.38%
chr1,161141100,161147287,8703,10,26,50,610,0,2,4,51,6187,0.00%,0.01%,0.02%,0.30%,0.00%,0.01%,0.02%,0.19%
chr12,58213710,58240522,10106,11,22,29,446,3,5,6,68,26812,0.00%,0.01%,0.01%,0.20%,0.01%,0.01%,0.01%,0.15%
chr2,181831975,181941312,10477,15,57,73,1181,7,26,29,524,109337,0.00%,0.02%,0.02%,0.38%,0.01%,0.02%,0.02%,0.41%
chr3,158363611,158390482,56925,11,46,70,822,3,8,14,165,26871,0.00%,0.02%,0.03%,0.36%,0.01%,0.02%,0.03%,0.35%
chr15,44038590,44065477,2923,11,16,23,388,2,2,4,89,26887,0.00%,0.01%,0.01%,0.17%,0.00%,0.00%,0.01%,0.19%
chr21,34804792,34852318,757,12,34,59,638,5,12,23,243,47526,0.00%,0.01%,0.02%,0.26%,0.01%,0.02%,0.03%,0.36%
chr7,17338246,17385776,196,12,33,50,600,2,3,7,111,47530,0.00%,0.01%,0.02%,0.24%,0.00%,0.00%,0.01%,0.16%
chr19,29698173,29704448,7386,10,34,61,779,2,4,7,108,6275,0.00%,0.02%,0.03%,0.38%,0.01%,0.02%,0.03%,0.41%
chr7,97920963,98030380,55971,15,40,62,917,7,19,30,399,109417,0.00%,0.01%,0.02%,0.30%,0.01%,0.01%,0.02%,0.31%
chr15,42834720,42841000,255252,10,17,24,422,0,2,3,59,6280,0.00%,0.01%,0.01%,0.20%,0.00%,0.01%,0.01%,0.22%
chr1,119573839,119683294,10352,15,61,93,1022,6,21,32,413,109455,0.00%,0.02%,0.03%,0.33%,0.00%,0.02%,0.02%,0.32%
chr15,43985084,43991420,548596,10,13,16,318,2,3,3,33,6336,0.00%,0.01%,0.01%,0.15%,0.01%,0.01%,0.01%,0.13%
chr15,43985084,43991420,1159,10,13,16,318,2,3,3,33,6336,0.00%,0.01%,0.01%,0.15%,0.01%,0.01%,0.01%,0.13%
chr1,2567415,2718286,100287898,17,47,79,1288,6,21,35,553,150871,0.00%,0.01%,0.02%,0.37%,0.00%,0.01%,0.02%,0.32%
chr9,34723052,34729464,259308,10,18,31,687,1,2,3,101,6412,0.00%,0.01%,0.02%,0.33%,0.00%,0.01%,0.01%,0.38%
chr6,134210276,134216691,6943,10,26,31,618,2,6,7,91,6415,0.00%,0.01%,0.02%,0.30%,0.01%,0.02%,0.03%,0.34%
chr6,49467671,49494760,389396,11,33,56,741,2,7,13,142,27089,0.00%,0.01%,0.02%,0.33%,0.00%,0.01%,0.03%,0.30%
chr15,41809374,41836467,26015,11,32,53,636,3,9,13,176,27093,0.00%,0.01%,0.02%,0.28%,0.01%,0.02%,0.03%,0.37%
chr22,22006559,22054304,23759,12,43,64,859,4,14,22,335,47745,0.00%,0.02%,0.03%,0.35%,0.01%,0.02%,0.03%,0.49%
chr15,65294845,65321977,123263,11,24,32,726,2,6,7,158,27132,0.00%,0.01%,0.01%,0.32%,0.00%,0.01%,0.01%,0.34%
chr11,82970139,82997450,60492,11,27,32,672,1,2,4,167,27311,0.00%,0.01%,0.01%,0.30%,0.00%,0.00%,0.01%,0.35%
chr1,192127587,192154945,64407,11,27,41,654,3,4,4,94,27358,0.00%,0.01%,0.02%,0.29%,0.01%,0.01%,0.01%,0.20%
chr1,207070788,207077484,11009,10,18,29,531,1,2,2,75,6696,0.00%,0.01%,0.01%,0.26%,0.00%,0.01%,0.01%,0.28%
chr5,74073399,74162776,26049,14,41,66,799,5,12,17,265,89377,0.00%,0.01%,0.02%,0.28%,0.00%,0.01%,0.02%,0.24%
chr11,67159176,67165881,5883,10,16,20,433,2,1,3,53,6705,0.00%,0.01%,0.01%,0.21%,0.01%,0.00%,0.01%,0.20%
chr1,35449523,35497569,9204,12,19,23,525,2,2,2,147,48046,0.00%,0.01%,0.01%,0.21%,0.00%,0.00%,0.00%,0.22%
chr11,93394805,93463522,85459,13,28,38,807,5,9,10,242,68717,0.00%,0.01%,0.01%,0.30%,0.01%,0.01%,0.01%,0.27%
chr11,61170121,61197503,79869,11,12,16,537,2,2,3,92,27382,0.00%,0.01%,0.01%,0.24%,0.00%,0.00%,0.01%,0.19%
chr5,132083137,132089856,645121,10,20,35,524,0,0,0,38,6719,0.00%,0.01%,0.02%,0.25%,0.00%,0.00%,0.00%,0.14%
chr13,32974861,33002315,90634,11,23,43,573,3,7,13,124,27454,0.00%,0.01%,0.02%,0.25%,0.01%,0.01%,0.03%,0.26%
chr9,123577774,123605262,5711,11,21,33,610,2,2,5,99,27488,0.00%,0.01%,0.01%,0.27%,0.00%,0.00%,0.01%,0.21%
chr6,15246527,15522252,3720,23,69,117,1726,15,45,83,1078,275725,0.00%,0.01%,0.02%,0.36%,0.01%,0.02%,0.03%,0.36%
chr12,89913185,89920039,8693,10,32,43,558,1,8,12,100,6854,0.00%,0.02%,0.02%,0.27%,0.00%,0.03%,0.04%,0.37%
chr11,62382768,62389647,26229,10,16,20,372,0,1,1,45,6879,0.00%,0.01%,0.01%,0.18%,0.00%,0.00%,0.00%,0.17%
chr1,113215763,113243368,4343,11,35,48,602,3,5,7,113,27605,0.00%,0.02%,0.02%,0.26%,0.01%,0.01%,0.01%,0.24%
chr3,158362067,158410364,85476,12,47,72,870,4,12,21,235,48297,0.00%,0.02%,0.03%,0.35%,0.01%,0.02%,0.03%,0.34%
chr16,56485402,56513012,55239,11,38,68,794,1,5,9,129,27610,0.00%,0.02%,0.03%,0.35%,0.00%,0.01%,0.02%,0.27%
chr12,57846106,57853063,83729,10,20,25,444,2,3,3,73,6957,0.00%,0.01%,0.01%,0.21%,0.01%,0.01%,0.01%,0.27%
chr13,88324870,88331871,26050,10,28,39,580,1,2,4,73,7001,0.00%,0.01%,0.02%,0.28%,0.00%,0.01%,0.01%,0.27%
chr17,46210802,46507637,8631,24,86,131,1550,16,52,73,899,296835,0.00%,0.02%,0.03%,0.31%,0.01%,0.02%,0.02%,0.28%
chr1,156549519,156556562,164118,10,21,29,618,2,2,4,115,7043,0.00%,0.01%,0.01%,0.30%,0.01%,0.01%,0.01%,0.43%
chr17,27893070,27900175,90313,10,23,35,378,4,8,8,52,7105,0.00%,0.01%,0.02%,0.18%,0.01%,0.03%,0.03%,0.19%
chr8,57124245,57131357,79145,10,20,33,631,0,1,2,36,7112,0.00%,0.01%,0.02%,0.30%,0.00%,0.00%,0.01%,0.13%
chr17,8294022,8301144,643904,10,31,51,653,3,6,9,81,7122,0.00%,0.01%,0.02%,0.32%,0.01%,0.02%,0.03%,0.30%
chr15,75192328,75199462,57184,10,19,38,473,0,0,2,52,7134,0.00%,0.01%,0.02%,0.23%,0.00%,0.00%,0.01%,0.19%
chr4,156680144,156728743,2983,12,45,84,1059,3,13,24,260,48599,0.00%,0.02%,0.03%,0.43%,0.00%,0.02%,0.03%,0.38%
chr1,114471814,114520426,204851,12,37,54,641,2,9,11,175,48612,0.00%,0.01%,0.02%,0.26%,0.00%,0.01%,0.02%,0.26%
chr1,27320198,27327389,388610,10,23,35,459,1,3,4,41,7191,0.00%,0.01%,0.02%,0.22%,0.00%,0.01%,0.01%,0.15%
chr1,46152886,46160115,51249,10,28,35,547,1,3,4,64,7229,0.00%,0.01%,0.02%,0.26%,0.00%,0.01%,0.01%,0.24%
chr15,51348795,51397473,388121,12,33,63,707,3,7,16,159,48678,0.00%,0.01%,0.03%,0.28%,0.00%,0.01%,0.02%,0.23%
chr17,30469473,30580393,55288,15,34,53,778,5,13,18,263,110920,0.00%,0.01%,0.02%,0.25%,0.00%,0.01%,0.01%,0.20%
chr3,44283378,44373590,375337,14,36,53,761,5,14,21,279,90212,0.00%,0.01%,0.02%,0.26%,0.00%,0.01%,0.02%,0.25%
chr20,31823801,31831115,51297,10,27,43,648,1,2,5,75,7314,0.00%,0.01%,0.02%,0.31%,0.00%,0.01%,0.02%,0.27%
chr1,38259474,38266809,149175,10,25,48,669,2,3,3,67,7335,0.00%,0.01%,0.02%,0.32%,0.01%,0.01%,0.01%,0.25%
chr4,78783674,78873944,65008,14,36,43,906,5,12,12,326,90270,0.00%,0.01%,0.01%,0.31%,0.00%,0.01%,0.01%,0.30%
chr12,38710380,38717784,144245,10,25,28,963,1,2,2,120,7404,0.00%,0.01%,0.01%,0.46%,0.00%,0.01%,0.01%,0.44%
chr16,28943260,28950667,930,10,25,35,447,2,4,6,57,7407,0.00%,0.01%,0.02%,0.22%,0.01%,0.01%,0.02%,0.21%
chr7,99998449,100026615,55063,11,22,32,424,4,5,8,90,28166,0.00%,0.01%,0.01%,0.19%,0.01%,0.01%,0.02%,0.19%
chr19,37379026,37407193,374899,11,29,43,869,2,6,11,180,28167,0.00%,0.01%,0.02%,0.38%,0.00%,0.01%,0.02%,0.37%
chr11,33563618,33695648,25758,16,43,71,1022,7,16,27,474,132030,0.00%,0.01%,0.02%,0.31%,0.00%,0.01%,0.02%,0.31%
chr5,42423879,42721979,2690,24,62,86,1479,14,37,54,870,298100,0.00%,0.01%,0.02%,0.30%,0.00%,0.01%,0.02%,0.27%
chr4,74437267,74486348,166824,12,25,32,786,1,7,8,206,49081,0.00%,0.01%,0.01%,0.32%,0.00%,0.01%,0.01%,0.30%
chr20,37230577,37279678,343578,12,35,50,794,3,12,18,260,49101,0.00%,0.01%,0.02%,0.32%,0.00%,0.02%,0.03%,0.38%
chr8,90945564,91015456,4683,13,23,29,749,8,11,12,237,69892,0.00%,0.01%,0.01%,0.28%,0.01%,0.01%,0.01%,0.26%
chr12,57392618,57400230,9880,10,23,35,528,1,2,3,52,7612,0.00%,0.01%,0.02%,0.25%,0.00%,0.01%,0.01%,0.19%
chr8,38001167,38008783,6770,10,13,17,412,3,5,5,50,7616,0.00%,0.01%,0.01%,0.20%,0.01%,0.02%,0.02%,0.18%
chr17,21026677,21096578,25979,13,36,56,760,5,9,12,206,69901,0.00%,0.01%,0.02%,0.28%,0.01%,0.01%,0.01%,0.23%
chr6,83072923,83080545,7162,10,19,31,733,2,4,5,75,7622,0.00%,0.01%,0.01%,0.35%,0.01%,0.01%,0.02%,0.27%
chr7,107220422,107269615,55973,12,37,45,643,3,5,6,142,49193,0.00%,0.01%,0.02%,0.26%,0.00%,0.01%,0.01%,0.21%
chr11,47440320,47447993,5702,10,22,30,490,4,6,8,91,7673,0.00%,0.01%,0.01%,0.24%,0.01%,0.02%,0.03%,0.33%
chr22,29901868,29951205,8563,12,44,73,900,5,9,15,265,49337,0.00%,0.02%,0.03%,0.36%,0.01%,0.01%,0.02%,0.38%
chr19,13056669,13064456,5886,10,26,39,485,3,5,7,42,7787,0.00%,0.01%,0.02%,0.23%,0.01%,0.02%,0.03%,0.15%
chr2,182537815,182545603,4760,10,21,31,744,0,0,0,77,7788,0.00%,0.01%,0.01%,0.36%,0.00%,0.00%,0.00%,0.28%
chr1,27331511,27339327,115572,10,22,32,454,0,1,3,34,7816,0.00%,0.01%,0.02%,0.22%,0.00%,0.00%,0.01%,0.12%
chr12,50031724,50101948,91010,13,26,32,658,5,7,8,180,70224,0.00%,0.01%,0.01%,0.24%,0.01%,0.01%,0.01%,0.20%
chr18,34409069,34812135,57536,29,83,110,1487,18,54,65,977,403066,0.00%,0.01%,0.02%,0.25%,0.00%,0.01%,0.02%,0.23%
chr9,131595221,131644773,883,12,22,31,572,4,7,10,173,49552,0.00%,0.01%,0.01%,0.23%,0.01%,0.01%,0.01%,0.25%
chr5,140078265,140086248,153527,10,22,34,700,0,1,2,78,7983,0.00%,0.01%,0.02%,0.34%,0.00%,0.00%,0.01%,0.28%
chr15,52413117,52483566,10681,13,27,44,827,6,8,14,314,70449,0.00%,0.01%,0.02%,0.31%,0.01%,0.01%,0.02%,0.35%
chr5,33440802,33469644,6897,11,39,57,727,2,6,10,159,28842,0.00%,0.02%,0.02%,0.32%,0.00%,0.01%,0.02%,0.33%
chr6,74225473,74233520,1915,10,31,41,772,0,4,4,84,8047,0.00%,0.01%,0.02%,0.37%,0.00%,0.01%,0.01%,0.30%
chr4,154265801,154336270,84057,13,27,56,958,3,6,17,321,70469,0.00%,0.01%,0.02%,0.35%,0.00%,0.01%,0.02%,0.35%
chr5,36192694,36242381,133686,12,25,37,692,4,5,6,185,49687,0.00%,0.01%,0.01%,0.28%,0.01%,0.01%,0.01%,0.27%
chr7,128470431,128499328,2318,11,35,59,767,1,5,9,170,28897,0.00%,0.02%,0.03%,0.34%,0.00%,0.01%,0.02%,0.35%
chr19,42125344,42133442,1089,10,26,44,739,3,4,6,109,8098,0.00%,0.01%,0.02%,0.36%,0.01%,0.01%,0.02%,0.39%
chr1,119957554,119965658,3284,10,25,35,739,1,1,1,96,8104,0.00%,0.01%,0.02%,0.36%,0.00%,0.00%,0.00%,0.34%
chr17,73034958,73043080,10476,10,24,41,768,1,2,3,125,8122,0.00%,0.01%,0.02%,0.37%,0.00%,0.01%,0.01%,0.44%
chr14,45431411,45543634,23116,15,26,33,718,7,10,13,274,112223,0.00%,0.01%,0.01%,0.23%,0.01%,0.01%,0.01%,0.21%
chr19,38924339,39078204,6261,17,35,67,1219,10,19,41,657,153865,0.00%,0.01%,0.02%,0.34%,0.01%,0.01%,0.02%,0.38%
chr17,44839872,44910520,7473,13,26,52,587,8,15,28,214,70648,0.00%,0.01%,0.02%,0.22%,0.01%,0.02%,0.03%,0.24%
chr2,112895962,112945791,129804,12,39,58,706,3,13,19,234,49829,0.00%,0.02%,0.02%,0.28%,0.00%,0.02%,0.03%,0.34%
chr17,40265126,40273376,2648,10,24,36,448,3,5,6,76,8250,0.00%,0.01%,0.02%,0.22%,0.01%,0.02%,0.02%,0.27%
chr6,159057506,159065771,6993,10,42,70,851,1,5,7,85,8265,0.00%,0.02%,0.03%,0.41%,0.00%,0.02%,0.02%,0.30%
chr17,17942606,17971718,79018,11,28,32,502,2,7,8,99,29112,0.00%,0.01%,0.01%,0.22%,0.00%,0.01%,0.02%,0.20%
chr6,17102489,17131603,401236,11,37,61,731,1,6,10,136,29114,0.00%,0.02%,0.03%,0.32%,0.00%,0.01%,0.02%,0.28%
chr2,73956231,73964527,51002,10,18,30,517,1,2,2,72,8296,0.00%,0.01%,0.01%,0.25%,0.00%,0.01%,0.01%,0.25%
chr15,48700503,48938046,2200,21,33,52,1152,12,16,26,637,237543,0.00%,0.01%,0.01%,0.26%,0.00%,0.01%,0.01%,0.25%
chr1,38275239,38325292,4520,12,27,55,810,2,6,13,159,50053,0.00%,0.01%,0.02%,0.32%,0.00%,0.01%,0.02%,0.23%
chr8,38127215,38239790,54904,15,28,39,609,7,12,16,235,112575,0.00%,0.01%,0.01%,0.19%,0.01%,0.01%,0.01%,0.18%
chr3,186330712,186339107,197,10,40,74,765,1,8,15,117,8395,0.00%,0.02%,0.04%,0.37%,0.00%,0.03%,0.05%,0.41%
chr2,25016005,25045245,79172,11,37,53,819,2,10,18,215,29240,0.00%,0.02%,0.02%,0.36%,0.00%,0.02%,0.04%,0.44%
chr11,60989688,61018929,643847,11,20,23,477,3,4,5,52,29241,0.00%,0.01%,0.01%,0.21%,0.01%,0.01%,0.01%,0.11%
chr10,104153867,104162281,4791,10,28,44,478,1,4,6,58,8414,0.00%,0.01%,0.02%,0.23%,0.00%,0.01%,0.02%,0.20%
chr22,42334725,42343168,79019,10,25,43,618,1,4,10,108,8443,0.00%,0.01%,0.02%,0.30%,0.00%,0.01%,0.04%,0.38%
chr16,72078188,72128330,54957,12,49,81,953,2,10,15,230,50142,0.00%,0.02%,0.03%,0.38%,0.00%,0.01%,0.02%,0.33%
chr3,51928892,51937351,132141,10,18,26,473,1,3,5,67,8459,0.00%,0.01%,0.01%,0.23%,0.00%,0.01%,0.02%,0.24%
chr22,19437433,19466738,7353,11,29,45,724,2,4,5,139,29305,0.00%,0.01%,0.02%,0.32%,0.00%,0.01%,0.01%,0.28%
chr7,120427376,120498456,23554,13,21,26,815,3,6,7,184,71080,0.00%,0.01%,0.01%,0.30%,0.00%,0.01%,0.01%,0.20%
chr11,120195838,120204391,219902,10,29,43,535,2,5,6,61,8553,0.00%,0.01%,0.02%,0.26%,0.01%,0.02%,0.02%,0.21%
chr5,143191726,143200284,57824,10,26,44,848,0,3,2,103,8558,0.00%,0.01%,0.02%,0.41%,0.00%,0.01%,0.01%,0.36%
chr12,98987369,98995946,5250,10,31,53,703,1,4,6,101,8577,0.00%,0.01%,0.03%,0.34%,0.00%,0.01%,0.02%,0.35%
chr17,73008765,73017356,3396,10,25,48,759,0,1,1,116,8591,0.00%,0.01%,0.02%,0.36%,0.00%,0.00%,0.00%,0.41%
chr19,42502473,42573650,2901,13,21,26,405,2,3,4,101,71177,0.00%,0.01%,0.01%,0.15%,0.00%,0.00%,0.00%,0.11%
chr16,2479395,2508855,899,11,20,31,463,3,7,11,162,29460,0.00%,0.01%,0.01%,0.20%,0.01%,0.01%,0.02%,0.33%
chr17,19551449,19580911,224,11,27,42,712,2,6,6,172,29462,0.00%,0.01%,0.02%,0.31%,0.00%,0.01%,0.01%,0.35%
chr14,26912299,27066960,4857,17,29,50,950,6,8,14,433,154661,0.00%,0.01%,0.01%,0.27%,0.00%,0.00%,0.01%,0.25%
chr19,36119932,36128588,79171,10,35,57,662,0,3,5,71,8656,0.00%,0.02%,0.03%,0.32%,0.00%,0.01%,0.02%,0.25%
chr13,37583449,37633850,55578,12,26,32,707,2,4,4,149,50401,0.00%,0.01%,0.01%,0.28%,0.00%,0.01%,0.01%,0.21%
chr3,112251356,112280893,64422,11,25,32,735,2,2,2,186,29537,0.00%,0.01%,0.01%,0.32%,0.00%,0.00%,0.00%,0.38%
chr6,56911347,56920023,57691,10,20,27,411,2,4,5,51,8676,0.00%,0.01%,0.01%,0.20%,0.01%,0.01%,0.02%,0.18%
chr1,16010827,16061264,23207,12,53,68,941,3,16,21,240,50437,0.00%,0.02%,0.03%,0.38%,0.00%,0.02%,0.03%,0.34%
chr1,20825943,20834654,79594,10,47,90,821,2,4,7,88,8711,0.00%,0.02%,0.04%,0.39%,0.01%,0.01%,0.02%,0.31%
chr10,70480769,70552134,55749,13,33,48,922,4,9,14,240,71365,0.00%,0.01%,0.02%,0.34%,0.00%,0.01%,0.02%,0.26%
chr5,132332677,132362296,54819,11,35,46,752,4,8,9,159,29619,0.00%,0.02%,0.02%,0.33%,0.01%,0.02%,0.02%,0.32%
chr1,32830704,32860332,55108,11,14,19,326,2,2,3,53,29628,0.00%,0.01%,0.01%,0.14%,0.00%,0.00%,0.01%,0.11%
chr5,64013971,64064512,285672,12,31,51,713,3,7,8,160,50541,0.00%,0.01%,0.02%,0.28%,0.00%,0.01%,0.01%,0.23%
chr2,27255778,27264563,54867,10,18,22,409,1,2,2,45,8785,0.00%,0.01%,0.01%,0.20%,0.00%,0.01%,0.01%,0.16%
chr5,55147207,55218678,133396,13,39,53,816,5,18,27,318,71471,0.00%,0.01%,0.02%,0.30%,0.01%,0.02%,0.03%,0.35%
chr14,89029253,89079853,79882,12,23,38,626,2,5,11,179,50600,0.00%,0.01%,0.02%,0.25%,0.00%,0.01%,0.02%,0.25%
chr3,113682984,113775460,57577,14,35,58,698,4,10,14,212,92476,0.00%,0.01%,0.02%,0.24%,0.00%,0.01%,0.01%,0.19%
chr2,209130991,209223475,200576,14,39,52,948,2,8,12,364,92484,0.00%,0.01%,0.02%,0.32%,0.00%,0.01%,0.01%,0.32%
chr3,113435307,113465147,80218,11,20,27,406,1,3,3,85,29840,0.00%,0.01%,0.01%,0.18%,0.00%,0.01%,0.01%,0.17%
chr19,14063304,14072254,90379,10,36,53,499,0,2,5,42,8950,0.00%,0.02%,0.03%,0.24%,0.00%,0.01%,0.02%,0.15%
chr3,134196548,134205558,25847,10,27,41,577,2,4,6,75,9010,0.00%,0.01%,0.02%,0.28%,0.01%,0.01%,0.02%,0.26%
chr5,140018325,140027370,4695,10,23,35,605,0,2,5,110,9045,0.00%,0.01%,0.02%,0.29%,0.00%,0.01%,0.02%,0.38%
chr1,173684080,173755840,27252,13,25,35,631,4,9,12,204,71760,0.00%,0.01%,0.01%,0.23%,0.00%,0.01%,0.01%,0.22%
