ENTREZ,CHR,START,STOP,Gene_Size,r01_100kb_count,r03_100kb_count,r05_100kb_count,unpruned_100kb_count,r01_10kb_count,r03_10kb_count,r05_10kb_count,unpruned_10kb_count,r01_100kb_ratio,r03_100kb_ratio,r05_100kb_ratio,unpruned_100kb_ratio,r01_10kb_ratio,r03_10kb_ratio,r05_10kb_ratio,unpruned_10kb_ratio
729873,chr17,34580902,34757050,176148,7,21,27,228,0,3,4,30,0.00%,0.01%,0.02%,0.13%,0.00%,0.00%,0.00%,0.02%
84125,chr12,85430092,85657002,226910,9,22,34,809,4,11,18,443,0.00%,0.01%,0.01%,0.36%,0.00%,0.00%,0.01%,0.20%
729877,chr17,34581086,34808061,226975,9,23,31,355,2,5,9,73,0.00%,0.01%,0.01%,0.16%,0.00%,0.00%,0.00%,0.03%
51057,chr2,63348518,64054977,706459,28,98,153,2401,21,77,122,1974,0.00%,0.01%,0.02%,0.34%,0.00%,0.01%,0.02%,0.28%
27145,chr6,76001575,76203454,201879,8,35,48,990,5,22,29,506,0.00%,0.02%,0.02%,0.49%,0.00%,0.01%,0.01%,0.25%
51454,chr2,189156396,189460653,304257,12,38,57,1451,6,22,33,868,0.00%,0.01%,0.02%,0.48%,0.00%,0.01%,0.01%,0.29%
56990,chr5,130581186,130734140,152954,6,18,27,804,1,5,12,341,0.00%,0.01%,0.02%,0.53%,0.00%,0.00%,0.01%,0.22%
9372,chr1,52608046,52812358,204312,8,21,29,737,5,11,18,422,0.00%,0.01%,0.01%,0.36%,0.00%,0.01%,0.01%,0.21%
157777,chr8,67782984,67834283,51299,2,4,10,456,1,1,5,134,0.00%,0.01%,0.02%,0.89%,0.00%,0.00%,0.01%,0.26%
25832,chr1,144146808,144224481,77673,3,5,5,50,2,3,3,13,0.00%,0.01%,0.01%,0.06%,0.00%,0.00%,0.00%,0.02%
545,chr3,142168077,142297668,129591,5,24,48,847,2,10,21,401,0.00%,0.02%,0.04%,0.65%,0.00%,0.01%,0.02%,0.31%
10274,chr3,136055077,136471220,416143,16,51,101,1391,10,38,70,911,0.00%,0.01%,0.02%,0.33%,0.00%,0.01%,0.02%,0.22%
84083,chr2,135894486,136288806,394320,15,27,37,1181,9,16,20,847,0.00%,0.01%,0.01%,0.30%,0.00%,0.00%,0.01%,0.21%
23514,chr8,48173167,48648868,475701,18,38,46,927,11,24,29,672,0.00%,0.01%,0.01%,0.19%,0.00%,0.01%,0.01%,0.14%
4134,chr3,47892182,48130769,238587,9,28,34,603,7,17,21,361,0.00%,0.01%,0.01%,0.25%,0.00%,0.01%,0.01%,0.15%
22848,chr2,69688532,69901481,212949,8,25,41,1141,5,13,18,650,0.00%,0.01%,0.02%,0.54%,0.00%,0.01%,0.01%,0.31%
23505,chr2,98372799,98612388,239589,9,44,57,955,5,21,28,574,0.00%,0.02%,0.02%,0.40%,0.00%,0.01%,0.01%,0.24%
57609,chr12,50898768,51142450,243682,9,40,53,990,6,22,30,563,0.00%,0.02%,0.02%,0.41%,0.00%,0.01%,0.01%,0.23%
285966,chr7,143318043,143427502,109459,4,16,28,156,0,4,7,50,0.00%,0.01%,0.03%,0.14%,0.00%,0.00%,0.01%,0.05%
6093,chr18,18526867,18691812,164945,6,8,11,389,3,5,7,230,0.00%,0.00%,0.01%,0.24%,0.00%,0.00%,0.00%,0.14%
23678,chr8,67579831,67772707,192876,7,14,26,814,4,7,9,472,0.00%,0.01%,0.01%,0.42%,0.00%,0.00%,0.00%,0.24%
55757,chr13,96453834,96705736,251902,9,27,43,1114,5,18,29,690,0.00%,0.01%,0.02%,0.44%,0.00%,0.01%,0.01%,0.27%
2036,chr20,34679426,34820721,141295,5,18,27,562,1,6,8,259,0.00%,0.01%,0.02%,0.40%,0.00%,0.00%,0.01%,0.18%
285527,chr4,48499378,48782339,282961,10,27,44,994,5,16,27,532,0.00%,0.01%,0.02%,0.35%,0.00%,0.01%,0.01%,0.19%
23301,chr2,62900986,63273622,372636,13,62,97,1190,4,28,43,621,0.00%,0.02%,0.03%,0.32%,0.00%,0.01%,0.01%,0.17%
6607,chr5,70220768,70249769,29001,1,4,4,38,1,1,2,9,0.00%,0.01%,0.01%,0.13%,0.00%,0.00%,0.01%,0.03%
6606,chr5,70220768,70249769,29001,1,4,4,38,1,1,2,9,0.00%,0.01%,0.01%,0.13%,0.00%,0.00%,0.01%,0.03%
6311,chr12,111890018,112037480,147462,5,11,21,448,4,6,11,194,0.00%,0.01%,0.01%,0.30%,0.00%,0.00%,0.01%,0.13%
158431,chr9,99578754,99637905,59151,2,8,8,852,0,1,1,225,0.00%,0.01%,0.01%,1.44%,0.00%,0.00%,0.00%,0.38%
23001,chr4,85590704,85887544,296840,10,27,30,812,6,15,18,475,0.00%,0.01%,0.01%,0.27%,0.00%,0.01%,0.01%,0.16%
151050,chr2,210886147,211036107,149960,5,22,29,524,2,6,10,213,0.00%,0.01%,0.02%,0.35%,0.00%,0.00%,0.01%,0.14%
729438,chr7,74807499,74867509,60010,2,7,8,29,0,4,4,18,0.00%,0.01%,0.01%,0.05%,0.00%,0.01%,0.01%,0.03%
26095,chr10,46549955,46641045,91090,3,4,5,42,1,1,1,9,0.00%,0.00%,0.01%,0.05%,0.00%,0.00%,0.00%,0.01%
28981,chr12,110562140,110656602,94462,3,13,29,818,2,5,10,287,0.00%,0.01%,0.03%,0.87%,0.00%,0.01%,0.01%,0.30%
100506084,chr17,44594068,44657088,63020,2,2,10,68,0,0,2,19,0.00%,0.00%,0.02%,0.11%,0.00%,0.00%,0.00%,0.03%
51326,chr17,44594068,44657088,63020,2,2,10,68,0,0,2,19,0.00%,0.00%,0.02%,0.11%,0.00%,0.00%,0.00%,0.03%
22839,chr20,34894258,35157040,262782,8,28,45,655,6,20,29,383,0.00%,0.01%,0.02%,0.25%,0.00%,0.01%,0.01%,0.15%
51735,chr5,130759614,130970929,211315,6,19,32,796,5,13,17,442,0.00%,0.01%,0.02%,0.38%,0.00%,0.01%,0.01%,0.21%
284565,chr1,148555979,148596267,40288,1,7,10,193,1,1,2,92,0.00%,0.02%,0.02%,0.48%,0.00%,0.00%,0.00%,0.23%
23316,chr12,111471828,111788358,316530,7,18,35,861,5,12,23,568,0.00%,0.01%,0.01%,0.27%,0.00%,0.00%,0.01%,0.18%
286187,chr8,67876334,67968839,92505,2,5,11,556,1,2,4,216,0.00%,0.01%,0.01%,0.60%,0.00%,0.00%,0.00%,0.23%
80000,chr18,18822203,19105378,283175,6,21,27,711,4,14,17,448,0.00%,0.01%,0.01%,0.25%,0.00%,0.00%,0.01%,0.16%
6599,chr3,47626762,47823596,196834,4,16,24,448,1,8,12,197,0.00%,0.01%,0.01%,0.23%,0.00%,0.00%,0.01%,0.10%
8028,chr10,21823094,22032559,209465,4,20,26,757,2,13,15,335,0.00%,0.01%,0.01%,0.36%,0.00%,0.01%,0.01%,0.16%
5257,chr16,47495034,47735434,240400,4,14,19,691,2,6,9,333,0.00%,0.01%,0.01%,0.29%,0.00%,0.00%,0.00%,0.14%
729540,chr2,111271389,111334762,63373,1,3,6,99,0,0,0,1,0.00%,0.00%,0.01%,0.16%,0.00%,0.00%,0.00%,0.00%
84220,chr2,111271389,111334762,63373,1,3,6,99,0,0,0,1,0.00%,0.00%,0.01%,0.16%,0.00%,0.00%,0.00%,0.00%
653489,chr2,111271389,111334762,63373,1,3,6,99,0,0,0,1,0.00%,0.00%,0.01%,0.16%,0.00%,0.00%,0.00%,0.00%
81533,chr16,47188298,47498060,309762,4,16,21,719,3,7,9,491,0.00%,0.01%,0.01%,0.23%,0.00%,0.00%,0.00%,0.16%
1844,chr2,96808905,96811179,2274,0,5,11,313,0,0,0,37,0.00%,0.22%,0.48%,13.76%,0.00%,0.00%,0.00%,1.63%
729355,chr16,32684852,32688053,3201,0,3,6,275,0,1,2,3,0.00%,0.09%,0.19%,8.59%,0.00%,0.03%,0.06%,0.09%
729264,chr16,32684852,32688053,3201,0,3,6,275,0,1,2,3,0.00%,0.09%,0.19%,8.59%,0.00%,0.03%,0.06%,0.09%
653550,chr16,32684852,32688053,3201,0,3,6,275,0,1,2,3,0.00%,0.09%,0.19%,8.59%,0.00%,0.03%,0.06%,0.09%
24150,chr16,32684852,32688053,3201,0,3,6,275,0,1,2,3,0.00%,0.09%,0.19%,8.59%,0.00%,0.03%,0.06%,0.09%
431705,chr2,96789589,96804175,14586,0,5,11,313,0,1,2,59,0.00%,0.03%,0.08%,2.15%,0.00%,0.01%,0.01%,0.40%
414062,chr17,34623842,34625731,1889,0,3,5,28,0,0,0,1,0.00%,0.16%,0.26%,1.48%,0.00%,0.00%,0.00%,0.05%
9560,chr17,34639793,34641846,2053,0,3,5,27,0,0,1,9,0.00%,0.15%,0.24%,1.32%,0.00%,0.00%,0.05%,0.44%
647060,chr9,39355699,39361956,6257,0,0,2,24,0,0,2,11,0.00%,0.00%,0.03%,0.38%,0.00%,0.00%,0.03%,0.18%
729759,chr1,367640,368634,994,0,0,0,3,0,0,0,2,0.00%,0.00%,0.00%,0.30%,0.00%,0.00%,0.00%,0.20%
81399,chr1,367640,368634,994,0,0,0,3,0,0,0,2,0.00%,0.00%,0.00%,0.30%,0.00%,0.00%,0.00%,0.20%
26683,chr1,367640,368634,994,0,0,0,3,0,0,0,2,0.00%,0.00%,0.00%,0.30%,0.00%,0.00%,0.00%,0.20%
728492,chr5,69321074,69338940,17866,0,1,5,30,0,0,1,8,0.00%,0.01%,0.03%,0.17%,0.00%,0.00%,0.01%,0.04%
8293,chr5,69321074,69338940,17866,0,1,5,30,0,0,1,8,0.00%,0.01%,0.03%,0.17%,0.00%,0.00%,0.01%,0.04%
6607,chr5,69345350,69374349,28999,0,2,7,36,0,0,1,11,0.00%,0.01%,0.02%,0.12%,0.00%,0.00%,0.00%,0.04%
6606,chr5,69345350,69374349,28999,0,2,7,36,0,0,1,11,0.00%,0.01%,0.02%,0.12%,0.00%,0.00%,0.00%,0.04%
100288695,chr2,110656005,110677180,21175,0,1,1,21,0,0,0,0,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%
96626,chr2,110656005,110677180,21175,0,1,1,21,0,0,0,0,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%
445571,chr9,42668608,42714962,46354,0,2,2,4,0,0,0,0,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%
220869,chr9,42668608,42714962,46354,0,2,2,4,0,0,0,0,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%
554313,chr6,27107076,27108418,1342,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
554313,chr6,27791884,27792257,373,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
554313,chr6,27798952,27799305,353,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
554313,chr6,27840926,27841289,363,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
554313,chr6,26021907,26022278,371,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
554313,chr6,26027124,26027480,356,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
554313,chr6,26104104,26104518,414,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
554313,chr6,26188938,26189304,366,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
554313,chr6,26204858,26206266,1408,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
554313,chr6,26240561,26240976,415,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
554313,chr6,26281283,26285762,4479,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
121504,chr6,27107076,27108418,1342,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
121504,chr6,27791884,27792257,373,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
121504,chr6,27798952,27799305,353,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
121504,chr6,27840926,27841289,363,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
121504,chr6,26021907,26022278,371,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
121504,chr6,26027124,26027480,356,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
121504,chr6,26104104,26104518,414,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
121504,chr6,26188938,26189304,366,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
121504,chr6,26204858,26206266,1408,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
121504,chr6,26240561,26240976,415,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
121504,chr6,26281283,26285762,4479,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8370,chr6,27107076,27108418,1342,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8370,chr6,27791884,27792257,373,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8370,chr6,27798952,27799305,353,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8370,chr6,27840926,27841289,363,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8370,chr6,26021907,26022278,371,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8370,chr6,26027124,26027480,356,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8370,chr6,26104104,26104518,414,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8370,chr6,26188938,26189304,366,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8370,chr6,26204858,26206266,1408,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8370,chr6,26240561,26240976,415,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8370,chr6,26281283,26285762,4479,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8368,chr6,27107076,27108418,1342,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8368,chr6,27791884,27792257,373,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8368,chr6,27798952,27799305,353,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8368,chr6,27840926,27841289,363,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8368,chr6,26021907,26022278,371,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8368,chr6,26027124,26027480,356,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8368,chr6,26104104,26104518,414,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8368,chr6,26188938,26189304,366,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8368,chr6,26204858,26206266,1408,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8368,chr6,26240561,26240976,415,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8368,chr6,26281283,26285762,4479,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8366,chr6,27107076,27108418,1342,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8366,chr6,27791884,27792257,373,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8366,chr6,27798952,27799305,353,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8366,chr6,27840926,27841289,363,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8366,chr6,26021907,26022278,371,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8366,chr6,26027124,26027480,356,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8366,chr6,26104104,26104518,414,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8366,chr6,26188938,26189304,366,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8366,chr6,26204858,26206266,1408,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8366,chr6,26240561,26240976,415,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8366,chr6,26281283,26285762,4479,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8367,chr6,27107076,27108418,1342,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8367,chr6,27791884,27792257,373,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8367,chr6,27798952,27799305,353,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8367,chr6,27840926,27841289,363,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8367,chr6,26021907,26022278,371,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8367,chr6,26027124,26027480,356,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8367,chr6,26104104,26104518,414,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8367,chr6,26188938,26189304,366,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8367,chr6,26204858,26206266,1408,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8367,chr6,26240561,26240976,415,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8367,chr6,26281283,26285762,4479,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8365,chr6,27107076,27108418,1342,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8365,chr6,27791884,27792257,373,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8365,chr6,27798952,27799305,353,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8365,chr6,27840926,27841289,363,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8365,chr6,26021907,26022278,371,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8365,chr6,26027124,26027480,356,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8365,chr6,26104104,26104518,414,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8365,chr6,26188938,26189304,366,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8365,chr6,26204858,26206266,1408,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8365,chr6,26240561,26240976,415,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8365,chr6,26281283,26285762,4479,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8364,chr6,27107076,27108418,1342,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8364,chr6,27791884,27792257,373,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8364,chr6,27798952,27799305,353,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8364,chr6,27840926,27841289,363,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8364,chr6,26021907,26022278,371,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8364,chr6,26027124,26027480,356,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8364,chr6,26104104,26104518,414,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8364,chr6,26188938,26189304,366,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8364,chr6,26204858,26206266,1408,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8364,chr6,26240561,26240976,415,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8364,chr6,26281283,26285762,4479,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8362,chr6,27107076,27108418,1342,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8362,chr6,27791884,27792257,373,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8362,chr6,27798952,27799305,353,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8362,chr6,27840926,27841289,363,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8362,chr6,26021907,26022278,371,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8362,chr6,26027124,26027480,356,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8362,chr6,26104104,26104518,414,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8362,chr6,26188938,26189304,366,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8362,chr6,26204858,26206266,1408,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8362,chr6,26240561,26240976,415,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8362,chr6,26281283,26285762,4479,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8363,chr6,27107076,27108418,1342,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8363,chr6,27791884,27792257,373,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8363,chr6,27798952,27799305,353,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8363,chr6,27840926,27841289,363,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8363,chr6,26021907,26022278,371,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8363,chr6,26027124,26027480,356,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8363,chr6,26104104,26104518,414,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8363,chr6,26188938,26189304,366,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8363,chr6,26204858,26206266,1408,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8363,chr6,26240561,26240976,415,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8363,chr6,26281283,26285762,4479,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8361,chr6,27107076,27108418,1342,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8361,chr6,27791884,27792257,373,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8361,chr6,27798952,27799305,353,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8361,chr6,27840926,27841289,363,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8361,chr6,26021907,26022278,371,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8361,chr6,26027124,26027480,356,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8361,chr6,26104104,26104518,414,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
8361,chr6,26188938,26189304,366,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
