CHR,START,END,ENTREZ,r01_100kb_count,r03_100kb_count,r05_100kb_count,r01_10kb_count,r03_10kb_count,r05_10kb_count,GENE_SIZE,ratio_r01_100kb,ratio_r03_100kb,ratio_r05_100kb,ratio_r01_10kb,ratio_r03_10kb,ratio_r05_10kb
chr1,153042700,153113927,6701,26,57,70,6,11,13,71227,0.04%,0.08%,0.10%,0.01%,0.02%,0.02%
chr12,29490285,29534122,51290,13,34,52,1,6,8,43837,0.03%,0.08%,0.12%,0.00%,0.01%,0.02%
chr1,228353516,228369958,200205,7,18,26,1,2,3,16442,0.04%,0.11%,0.16%,0.01%,0.01%,0.02%
chr1,94614544,94740624,9411,10,53,68,4,21,23,126080,0.01%,0.04%,0.05%,0.00%,0.02%,0.02%
chr4,71858255,71896631,1633,8,21,27,2,5,7,38376,0.02%,0.05%,0.07%,0.01%,0.01%,0.02%
chr5,33986283,34008220,23600,15,27,35,2,4,4,21937,0.07%,0.12%,0.16%,0.01%,0.02%,0.02%
chr18,29704840,30050447,64762,29,79,110,21,45,63,345607,0.01%,0.02%,0.03%,0.01%,0.01%,0.02%
chr5,98190908,98262240,1105,14,42,52,5,11,13,71332,0.02%,0.06%,0.07%,0.01%,0.02%,0.02%
chr3,44379611,44450943,285343,11,24,38,4,8,13,71332,0.02%,0.03%,0.05%,0.01%,0.01%,0.02%
chr5,31400604,31532303,29102,28,63,81,6,19,24,131699,0.02%,0.05%,0.06%,0.00%,0.01%,0.02%
chr5,79703832,79775169,9765,24,53,82,4,10,13,71337,0.03%,0.07%,0.11%,0.01%,0.01%,0.02%
chr7,99006264,99017239,8896,9,16,20,1,2,2,10975,0.08%,0.15%,0.18%,0.01%,0.02%,0.02%
chr6,12717893,13288645,221692,48,91,145,37,67,104,570752,0.01%,0.02%,0.03%,0.01%,0.01%,0.02%
chr8,62413116,62627155,444,19,51,90,8,22,39,214039,0.01%,0.02%,0.04%,0.00%,0.01%,0.02%
chr2,202352148,202483901,151254,20,51,75,7,15,24,131753,0.02%,0.04%,0.06%,0.01%,0.01%,0.02%
chr17,61909444,61920425,6603,11,29,39,1,2,2,10981,0.10%,0.26%,0.36%,0.01%,0.02%,0.02%
chr1,32372022,32410457,8073,8,24,32,4,6,7,38435,0.02%,0.06%,0.08%,0.01%,0.02%,0.02%
chr11,73111532,73309234,23201,21,49,79,11,25,36,197702,0.01%,0.02%,0.04%,0.01%,0.01%,0.02%
chr9,134735494,134955295,9442,31,75,130,11,21,40,219801,0.01%,0.03%,0.06%,0.01%,0.01%,0.02%
chr5,41925356,41941845,26272,10,18,23,2,2,3,16489,0.06%,0.11%,0.14%,0.01%,0.01%,0.02%
chr12,31535157,31744031,160518,25,69,122,9,25,38,208874,0.01%,0.03%,0.06%,0.00%,0.01%,0.02%
chr9,123577774,123605262,5711,11,21,33,2,2,5,27488,0.04%,0.08%,0.12%,0.01%,0.01%,0.02%
chr7,106842000,107204959,10466,33,75,95,22,51,66,362959,0.01%,0.02%,0.03%,0.01%,0.01%,0.02%
chr11,74459913,74553458,254225,20,52,81,6,12,17,93545,0.02%,0.06%,0.09%,0.01%,0.01%,0.02%
chr3,146109208,146213778,57047,18,54,81,4,11,19,104570,0.02%,0.05%,0.08%,0.00%,0.01%,0.02%
chr19,12251032,12267546,90589,8,21,29,0,3,3,16514,0.05%,0.13%,0.18%,0.00%,0.02%,0.02%
chr5,175487692,175559261,285596,14,22,34,3,7,13,71569,0.02%,0.03%,0.05%,0.00%,0.01%,0.02%
chr5,175487692,175559261,202134,14,22,34,3,7,13,71569,0.02%,0.03%,0.05%,0.00%,0.01%,0.02%
chr6,116422012,116570660,221294,12,27,51,6,16,27,148648,0.01%,0.02%,0.03%,0.00%,0.01%,0.02%
chr4,22694537,22821198,57733,21,42,60,7,14,23,126661,0.02%,0.03%,0.05%,0.01%,0.01%,0.02%
chr15,41913422,42062141,23269,18,54,83,7,18,27,148719,0.01%,0.04%,0.06%,0.00%,0.01%,0.02%
chr12,123011793,123110943,9735,12,34,57,2,10,18,99150,0.01%,0.03%,0.06%,0.00%,0.01%,0.02%
chr15,67835047,68099461,5607,21,53,91,11,30,48,264414,0.01%,0.02%,0.03%,0.00%,0.01%,0.02%
chr12,53894705,53900215,6895,7,20,23,1,1,1,5510,0.13%,0.36%,0.42%,0.02%,0.02%,0.02%
chr20,30102231,30157370,81502,13,31,41,5,9,10,55139,0.02%,0.06%,0.07%,0.01%,0.02%,0.02%
chr17,60704762,60770958,9902,12,30,44,3,8,12,66196,0.02%,0.05%,0.07%,0.00%,0.01%,0.02%
chr17,44588877,44633016,474170,10,16,34,1,3,8,44139,0.02%,0.04%,0.08%,0.00%,0.01%,0.02%
chr5,42423879,42721979,2690,24,62,86,14,37,54,298100,0.01%,0.02%,0.03%,0.00%,0.01%,0.02%
chr12,58087738,58115340,10956,9,25,35,0,3,5,27602,0.03%,0.09%,0.13%,0.00%,0.01%,0.02%
chr2,97525453,97536494,54910,9,19,24,2,2,2,11041,0.08%,0.17%,0.22%,0.02%,0.02%,0.02%
chr19,47990894,48018497,8775,16,39,55,2,1,5,27603,0.06%,0.14%,0.20%,0.01%,0.00%,0.02%
chr10,128933694,128994422,642938,17,40,62,2,8,11,60728,0.03%,0.07%,0.10%,0.00%,0.01%,0.02%
chr11,4115937,4160106,6240,17,44,67,4,8,8,44169,0.04%,0.10%,0.15%,0.01%,0.02%,0.02%
chr5,89754020,89770585,153364,5,21,38,1,3,3,16565,0.03%,0.13%,0.23%,0.01%,0.02%,0.02%
chr4,103422486,103538459,4790,23,47,61,8,14,21,115973,0.02%,0.04%,0.05%,0.01%,0.01%,0.02%
chr7,100663353,100702020,140453,23,61,88,1,4,7,38667,0.06%,0.16%,0.23%,0.00%,0.01%,0.02%
chr2,26395960,26412532,150946,10,17,26,3,3,3,16572,0.06%,0.10%,0.16%,0.02%,0.02%,0.02%
chr1,48761044,48937845,54558,24,56,102,8,19,32,176801,0.01%,0.03%,0.06%,0.00%,0.01%,0.02%
chr2,109335937,109402267,5903,14,33,43,4,11,12,66330,0.02%,0.05%,0.06%,0.01%,0.02%,0.02%
chr14,36767770,36789882,51562,19,32,41,1,3,4,22112,0.09%,0.14%,0.19%,0.00%,0.01%,0.02%
chr16,29831715,29859355,9961,8,19,29,1,3,5,27640,0.03%,0.07%,0.10%,0.00%,0.01%,0.02%
chr12,69004619,69054372,5908,7,25,43,3,7,9,49753,0.01%,0.05%,0.09%,0.01%,0.01%,0.02%
chr2,74652963,74669549,6242,6,12,16,0,2,3,16586,0.04%,0.07%,0.10%,0.00%,0.01%,0.02%
chr10,75013517,75118617,118491,21,26,30,12,16,19,105100,0.02%,0.02%,0.03%,0.01%,0.02%,0.02%
chr11,111944810,111955874,55216,13,28,43,0,2,2,11064,0.12%,0.25%,0.39%,0.00%,0.02%,0.02%
chr16,2570358,2581423,752014,8,15,25,1,1,2,11065,0.07%,0.14%,0.23%,0.01%,0.01%,0.02%
chr16,2570358,2581423,51005,8,15,25,1,1,2,11065,0.07%,0.14%,0.23%,0.01%,0.01%,0.02%
chr8,136469700,136668965,10656,28,64,98,11,24,36,199265,0.01%,0.03%,0.05%,0.01%,0.01%,0.02%
chr5,37288239,37371283,9631,12,19,31,9,10,15,83044,0.01%,0.02%,0.04%,0.01%,0.01%,0.02%
chr4,110749150,110765760,10692,19,33,40,1,2,3,16610,0.11%,0.20%,0.24%,0.01%,0.01%,0.02%
chr1,78354198,78409580,91624,7,28,36,2,7,10,55382,0.01%,0.05%,0.07%,0.00%,0.01%,0.02%
chr17,40351186,40428725,6777,13,27,41,6,8,14,77539,0.02%,0.03%,0.05%,0.01%,0.01%,0.02%
chr19,23258012,23330021,100129543,12,27,46,4,8,13,72009,0.02%,0.04%,0.06%,0.01%,0.01%,0.02%
chr7,86506222,86689015,222223,20,42,62,13,24,33,182793,0.01%,0.02%,0.03%,0.01%,0.01%,0.02%
chr1,241660903,241683061,2271,21,56,84,1,4,4,22158,0.09%,0.25%,0.38%,0.00%,0.02%,0.02%
chr1,89571815,89616139,2634,11,26,41,3,4,8,44324,0.02%,0.06%,0.09%,0.01%,0.01%,0.02%
chr16,69221032,69342955,6645,13,36,57,4,13,22,121923,0.01%,0.03%,0.05%,0.00%,0.01%,0.02%
chr1,11126675,11159938,5394,15,23,30,2,5,6,33263,0.05%,0.07%,0.09%,0.01%,0.02%,0.02%
chr5,134209493,134237215,79770,9,19,30,1,2,5,27722,0.03%,0.07%,0.11%,0.00%,0.01%,0.02%
chr3,32726637,32815367,25904,19,45,65,4,10,16,88730,0.02%,0.05%,0.07%,0.00%,0.01%,0.02%
chr1,204391756,204463852,5287,17,36,53,6,9,13,72096,0.02%,0.05%,0.07%,0.01%,0.01%,0.02%
chr2,172543919,172604930,1781,16,47,66,1,9,11,61011,0.03%,0.08%,0.11%,0.00%,0.01%,0.02%
chr1,222791428,222841354,375056,10,26,48,3,6,9,49926,0.02%,0.05%,0.10%,0.01%,0.01%,0.02%
chr11,14515329,14665181,5682,18,42,62,10,21,27,149852,0.01%,0.03%,0.04%,0.01%,0.01%,0.02%
chr8,97251626,97273838,51001,13,29,46,3,3,4,22212,0.06%,0.13%,0.21%,0.01%,0.01%,0.02%
chr10,74889913,74928813,11319,16,17,19,5,6,7,38900,0.04%,0.04%,0.05%,0.01%,0.02%,0.02%
chr4,106629935,106768885,79807,23,44,62,10,20,25,138950,0.02%,0.03%,0.04%,0.01%,0.01%,0.02%
chr17,4067201,4167274,51479,21,48,59,8,15,18,100073,0.02%,0.05%,0.06%,0.01%,0.01%,0.02%
chr10,118083940,118139541,374355,17,29,39,4,8,10,55601,0.03%,0.05%,0.07%,0.01%,0.01%,0.02%
chr15,83211951,83317612,64506,6,25,37,3,14,19,105661,0.01%,0.02%,0.04%,0.00%,0.01%,0.02%
chr18,61564408,61603345,5273,24,42,63,3,5,7,38937,0.06%,0.11%,0.16%,0.01%,0.01%,0.02%
chr7,104654626,104754808,55904,12,33,49,3,12,18,100182,0.01%,0.03%,0.05%,0.00%,0.01%,0.02%
chr2,74881355,74909186,10505,15,22,29,1,3,5,27831,0.05%,0.08%,0.10%,0.00%,0.01%,0.02%
chr12,65174589,65274812,23329,11,36,51,5,13,18,100223,0.01%,0.04%,0.05%,0.00%,0.01%,0.02%
chr5,149865381,149937773,3340,23,41,53,6,11,13,72392,0.03%,0.06%,0.07%,0.01%,0.02%,0.02%
chr8,41786997,41909508,7994,16,47,60,4,19,22,122511,0.01%,0.04%,0.05%,0.00%,0.02%,0.02%
chr17,56048910,56065620,7716,20,34,61,1,3,3,16710,0.12%,0.20%,0.37%,0.01%,0.02%,0.02%
chr17,42750437,42767147,124808,13,30,52,1,2,3,16710,0.08%,0.18%,0.31%,0.01%,0.01%,0.02%
chr8,79428374,79517502,5569,18,37,50,7,11,16,89128,0.02%,0.04%,0.06%,0.01%,0.01%,0.02%
chr1,94883933,94984222,5825,13,44,75,2,10,18,100289,0.01%,0.04%,0.07%,0.00%,0.01%,0.02%
chr9,101866320,101916474,7046,22,40,52,3,8,9,50154,0.04%,0.08%,0.10%,0.01%,0.02%,0.02%
chr14,100437786,100610573,51466,19,51,78,9,21,31,172787,0.01%,0.03%,0.05%,0.01%,0.01%,0.02%
chr5,155297354,156194799,6444,52,129,196,43,109,161,897445,0.01%,0.01%,0.02%,0.00%,0.01%,0.02%
chr3,169940153,170023769,5584,8,31,46,1,10,15,83616,0.01%,0.04%,0.06%,0.00%,0.01%,0.02%
chr1,92683497,92711370,388649,5,14,24,1,4,5,27873,0.02%,0.05%,0.09%,0.00%,0.01%,0.02%
chr4,80146848,80247204,84779,16,38,47,6,16,18,100356,0.02%,0.04%,0.05%,0.01%,0.02%,0.02%
chr9,109625378,109775915,58499,20,48,70,8,20,27,150537,0.01%,0.03%,0.05%,0.01%,0.01%,0.02%
chr16,30418618,30440920,51333,7,22,33,1,4,4,22302,0.03%,0.10%,0.15%,0.00%,0.02%,0.02%
chr10,116581503,116659591,57700,13,32,43,5,10,14,78088,0.02%,0.04%,0.06%,0.01%,0.01%,0.02%
chr4,129786076,130014764,132320,22,49,81,9,26,41,228688,0.01%,0.02%,0.04%,0.00%,0.01%,0.02%
chr1,110527308,110566357,10768,11,36,60,1,3,7,39049,0.03%,0.09%,0.15%,0.00%,0.01%,0.02%
chr19,5993175,6199583,5990,20,52,75,11,28,37,206408,0.01%,0.03%,0.04%,0.01%,0.01%,0.02%
chr4,95128762,95212443,56916,13,31,39,4,13,15,83681,0.02%,0.04%,0.05%,0.00%,0.02%,0.02%
chr15,68499330,68549549,54982,17,46,60,3,6,9,50219,0.03%,0.09%,0.12%,0.01%,0.01%,0.02%
chr14,102829300,102968818,9895,22,58,81,6,20,25,139518,0.02%,0.04%,0.06%,0.00%,0.01%,0.02%
chr10,60272900,60591195,80114,40,78,97,29,49,57,318295,0.01%,0.02%,0.03%,0.01%,0.02%,0.02%
chr15,49447853,49660066,2585,16,51,69,9,28,38,212213,0.01%,0.02%,0.03%,0.00%,0.01%,0.02%
chr2,200775979,200820658,205327,6,18,33,3,5,8,44679,0.01%,0.04%,0.07%,0.01%,0.01%,0.02%
chr5,145316142,145461354,153769,30,56,71,14,22,26,145212,0.02%,0.04%,0.05%,0.01%,0.02%,0.02%
chr9,88161455,88356944,23287,24,53,77,8,21,35,195489,0.01%,0.03%,0.04%,0.00%,0.01%,0.02%
chr17,73894724,73905899,64978,11,25,38,0,0,2,11175,0.10%,0.22%,0.34%,0.00%,0.00%,0.02%
chr6,110012499,110146631,9896,26,53,75,7,18,24,134132,0.02%,0.04%,0.06%,0.01%,0.01%,0.02%
chr14,67656110,67695267,161142,9,19,27,1,4,7,39157,0.02%,0.05%,0.07%,0.00%,0.01%,0.02%
chr8,42273993,42397069,6575,18,35,45,9,17,22,123076,0.01%,0.03%,0.04%,0.01%,0.01%,0.02%
chr9,34650699,34661889,3590,10,23,37,2,2,2,11190,0.09%,0.21%,0.33%,0.02%,0.02%,0.02%
chr8,110374706,110542559,93035,20,42,62,10,21,30,167853,0.01%,0.03%,0.04%,0.01%,0.01%,0.02%
chr22,40440821,40731812,23112,17,50,85,10,28,52,290991,0.01%,0.02%,0.03%,0.00%,0.01%,0.02%
chr1,66258197,66840259,5142,49,116,164,29,73,104,582062,0.01%,0.02%,0.03%,0.00%,0.01%,0.02%
chr11,27676440,27743605,627,16,36,52,3,6,12,67165,0.02%,0.05%,0.08%,0.00%,0.01%,0.02%
chr7,30791753,30931696,11185,17,42,62,7,20,25,139943,0.01%,0.03%,0.04%,0.01%,0.01%,0.02%
chr5,21750782,22853731,1010,75,163,239,64,135,197,1102949,0.01%,0.01%,0.02%,0.01%,0.01%,0.02%
chr7,87563458,87832204,53616,23,51,70,15,35,48,268746,0.01%,0.02%,0.03%,0.01%,0.01%,0.02%
chr1,60280458,60342050,51361,30,48,71,6,8,11,61592,0.05%,0.08%,0.12%,0.01%,0.01%,0.02%
chr6,84262599,84419410,9892,10,27,46,6,15,28,156811,0.01%,0.02%,0.03%,0.00%,0.01%,0.02%
chr3,48701364,48723797,51517,7,14,22,3,3,4,22433,0.03%,0.06%,0.10%,0.01%,0.01%,0.02%
chr8,73921099,73960357,7013,18,49,77,1,6,7,39258,0.05%,0.12%,0.20%,0.00%,0.02%,0.02%
chr16,57186378,57220028,80011,21,40,65,4,6,6,33650,0.06%,0.12%,0.19%,0.01%,0.02%,0.02%
chr2,9628615,9695921,6868,15,41,62,4,10,12,67306,0.02%,0.06%,0.09%,0.01%,0.01%,0.02%
chr9,13105703,13279589,8777,22,43,67,9,17,31,173886,0.01%,0.02%,0.04%,0.01%,0.01%,0.02%
chr5,70751442,70863649,55814,20,32,42,10,17,20,112207,0.02%,0.03%,0.04%,0.01%,0.02%,0.02%
chr9,100174232,100258407,23424,14,37,68,2,8,15,84175,0.02%,0.04%,0.08%,0.00%,0.01%,0.02%
chr7,120628731,120937498,79974,32,53,80,18,34,55,308767,0.01%,0.02%,0.03%,0.01%,0.01%,0.02%
chr10,37414785,37673039,91074,36,73,101,19,37,46,258254,0.01%,0.03%,0.04%,0.01%,0.01%,0.02%
chr6,160769300,160876014,6581,21,48,81,5,11,19,106714,0.02%,0.04%,0.08%,0.00%,0.01%,0.02%
chr2,8865408,8977760,57498,27,48,76,12,16,20,112352,0.02%,0.04%,0.07%,0.01%,0.01%,0.02%
chr1,9789084,9884584,22883,15,37,55,7,11,17,95500,0.02%,0.04%,0.06%,0.01%,0.01%,0.02%
chr17,35969787,36003493,11056,20,59,85,2,4,6,33706,0.06%,0.18%,0.25%,0.01%,0.01%,0.02%
chr8,61429416,61536186,5862,23,42,62,9,13,19,106770,0.02%,0.04%,0.06%,0.01%,0.01%,0.02%
chr1,154127784,154167124,7170,7,21,29,2,4,7,39340,0.02%,0.05%,0.07%,0.01%,0.01%,0.02%
chr11,27387508,27494322,55366,12,35,51,4,13,19,106814,0.01%,0.03%,0.05%,0.00%,0.01%,0.02%
chr3,52579368,52719933,55193,15,42,56,7,19,25,140565,0.01%,0.03%,0.04%,0.00%,0.01%,0.02%
chr1,28995244,29045865,10691,10,23,32,3,6,9,50621,0.02%,0.05%,0.06%,0.01%,0.01%,0.02%
chr1,25943959,26112698,57134,23,46,61,11,24,30,168739,0.01%,0.03%,0.04%,0.01%,0.01%,0.02%
chr12,120565007,120632513,10985,12,28,45,3,7,12,67506,0.02%,0.04%,0.07%,0.00%,0.01%,0.02%
chr8,37594117,37616619,11160,10,27,36,0,1,4,22502,0.04%,0.12%,0.16%,0.00%,0.00%,0.02%
chr9,127019885,127115586,10783,23,53,83,4,14,17,95701,0.02%,0.06%,0.09%,0.00%,0.01%,0.02%
chr2,226265364,226518734,57624,29,62,86,18,35,45,253370,0.01%,0.02%,0.03%,0.01%,0.01%,0.02%
chr12,53835525,53874946,5094,8,27,33,2,4,7,39421,0.02%,0.07%,0.08%,0.01%,0.01%,0.02%
chr15,45248900,45271427,145645,19,31,38,4,4,4,22527,0.08%,0.14%,0.17%,0.02%,0.02%,0.02%
chr17,44370099,44415160,474170,10,16,34,1,3,8,45061,0.02%,0.04%,0.08%,0.00%,0.01%,0.02%
chr17,44370099,44415160,9884,10,16,34,1,3,8,45061,0.02%,0.04%,0.08%,0.00%,0.01%,0.02%
chr1,152126071,152131704,126638,12,24,37,0,0,1,5633,0.21%,0.43%,0.66%,0.00%,0.00%,0.02%
chr15,63900817,64126141,8925,17,56,89,8,29,40,225324,0.01%,0.02%,0.04%,0.00%,0.01%,0.02%
chr4,169784921,169931426,84869,29,71,113,11,18,26,146505,0.02%,0.05%,0.08%,0.01%,0.01%,0.02%
chr7,107110463,107116098,2845,9,26,33,0,1,1,5635,0.16%,0.46%,0.59%,0.00%,0.02%,0.02%
chr6,116252312,116381921,2444,12,37,52,5,20,23,129609,0.01%,0.03%,0.04%,0.00%,0.02%,0.02%
chr1,152321211,152332482,388698,21,29,43,2,2,2,11271,0.19%,0.26%,0.38%,0.02%,0.02%,0.02%
chr6,146864829,146876101,10981,9,24,33,0,1,2,11272,0.08%,0.21%,0.29%,0.00%,0.01%,0.02%
chr11,22214722,22304903,203859,19,39,65,4,11,16,90181,0.02%,0.04%,0.07%,0.00%,0.01%,0.02%
chr1,33065773,33116504,339487,13,25,34,3,6,9,50731,0.03%,0.05%,0.07%,0.01%,0.01%,0.02%
chr1,114935399,115053781,51592,21,54,82,4,14,21,118382,0.02%,0.05%,0.07%,0.00%,0.01%,0.02%
chr8,77593454,77779521,79776,17,42,67,7,22,33,186067,0.01%,0.02%,0.04%,0.00%,0.01%,0.02%
chr5,92919043,92930321,7025,7,12,15,2,2,2,11278,0.06%,0.11%,0.13%,0.02%,0.02%,0.02%
chr3,185194284,185216845,90407,13,33,46,2,4,4,22561,0.06%,0.15%,0.20%,0.01%,0.02%,0.02%
chr1,159032274,159116886,9447,15,44,65,2,8,15,84612,0.02%,0.05%,0.08%,0.00%,0.01%,0.02%
chr7,112402437,112430647,64418,8,19,23,3,5,5,28210,0.03%,0.07%,0.08%,0.01%,0.02%,0.02%
chr5,154266976,154317769,25929,7,26,36,2,7,9,50793,0.01%,0.05%,0.07%,0.00%,0.01%,0.02%
chr4,141309609,141349122,1047,14,23,40,2,4,7,39513,0.04%,0.06%,0.10%,0.01%,0.01%,0.02%
chr4,2626988,2734292,8603,11,48,69,3,15,19,107304,0.01%,0.04%,0.06%,0.00%,0.01%,0.02%
chr1,47533160,47583991,199974,16,30,41,6,7,9,50831,0.03%,0.06%,0.08%,0.01%,0.01%,0.02%
chr1,117057157,117113661,965,13,32,47,3,9,10,56504,0.02%,0.06%,0.08%,0.01%,0.02%,0.02%
chr17,17584787,17714767,10743,13,26,44,4,11,23,129980,0.01%,0.02%,0.03%,0.00%,0.01%,0.02%
chr5,139554227,139661637,84418,10,26,50,4,6,19,107410,0.01%,0.02%,0.05%,0.00%,0.01%,0.02%
chr22,31608225,31676066,3985,12,29,41,3,8,12,67841,0.02%,0.04%,0.06%,0.00%,0.01%,0.02%
chr11,111895538,111935114,1737,12,24,35,2,6,7,39576,0.03%,0.06%,0.09%,0.01%,0.02%,0.02%
chr5,145583113,145718814,54439,23,52,72,10,19,24,135701,0.02%,0.04%,0.05%,0.01%,0.01%,0.02%
chr5,147830595,148056798,3360,25,50,69,14,30,40,226203,0.01%,0.02%,0.03%,0.01%,0.01%,0.02%
chr8,54764368,54871863,8601,8,23,29,4,14,19,107495,0.01%,0.02%,0.03%,0.00%,0.01%,0.02%
chr3,100428205,100467810,10342,15,33,50,2,5,7,39605,0.04%,0.08%,0.13%,0.01%,0.01%,0.02%
chr1,100503653,100548933,64645,7,19,27,1,6,8,45280,0.02%,0.04%,0.06%,0.00%,0.01%,0.02%
chr15,45459412,45493373,90525,13,33,44,2,5,6,33961,0.04%,0.10%,0.13%,0.01%,0.01%,0.02%
chr7,98923521,98985787,10552,14,22,31,4,9,11,62266,0.02%,0.04%,0.05%,0.01%,0.01%,0.02%
chr9,121041,188979,644019,17,40,73,3,5,12,67938,0.03%,0.06%,0.11%,0.00%,0.01%,0.02%
chr9,121041,188979,445571,17,40,73,3,5,12,67938,0.03%,0.06%,0.11%,0.00%,0.01%,0.02%
chr9,121041,188979,220869,17,40,73,3,5,12,67938,0.03%,0.06%,0.11%,0.00%,0.01%,0.02%
chr9,121041,188979,150472,17,40,73,3,5,12,67938,0.03%,0.06%,0.11%,0.00%,0.01%,0.02%
chr9,121041,188979,55871,17,40,73,3,5,12,67938,0.03%,0.06%,0.11%,0.00%,0.01%,0.02%
chr11,17099277,17229530,5286,13,48,64,6,17,23,130253,0.01%,0.04%,0.05%,0.00%,0.01%,0.02%
chr8,125500726,125551699,83940,20,53,76,3,8,9,50973,0.04%,0.10%,0.15%,0.01%,0.02%,0.02%
chr7,86273230,86494200,2913,17,50,70,9,27,39,220970,0.01%,0.02%,0.03%,0.00%,0.01%,0.02%
chr6,87647024,87726349,3354,19,34,54,4,10,14,79325,0.02%,0.04%,0.07%,0.01%,0.01%,0.02%
chr11,43380482,43516483,55761,20,55,91,9,17,24,136001,0.01%,0.04%,0.07%,0.01%,0.01%,0.02%
chr5,154320630,154348971,29093,8,30,47,1,5,5,28341,0.03%,0.11%,0.17%,0.00%,0.02%,0.02%
chr10,101801950,101841634,1369,17,27,35,2,5,7,39684,0.04%,0.07%,0.09%,0.01%,0.01%,0.02%
chr4,84382092,84444501,84142,14,35,50,3,10,11,62409,0.02%,0.06%,0.08%,0.00%,0.02%,0.02%
chr17,56566898,56595266,9110,5,16,28,1,3,5,28368,0.02%,0.06%,0.10%,0.00%,0.01%,0.02%
chr3,52109269,52188706,25886,17,25,37,7,11,14,79437,0.02%,0.03%,0.05%,0.01%,0.01%,0.02%
chr2,109745804,110262207,344558,40,88,133,23,59,91,516403,0.01%,0.02%,0.03%,0.00%,0.01%,0.02%
chr8,124332090,124428590,29028,13,40,54,5,12,17,96500,0.01%,0.04%,0.06%,0.01%,0.01%,0.02%
chr22,46692638,46726707,51512,26,36,49,5,6,6,34069,0.08%,0.11%,0.14%,0.01%,0.02%,0.02%
chr9,33264940,33281977,51510,17,38,48,2,2,3,17037,0.10%,0.22%,0.28%,0.01%,0.01%,0.02%
chr11,22647188,22834601,2620,23,41,68,13,20,33,187413,0.01%,0.02%,0.04%,0.01%,0.01%,0.02%
chr4,164031225,164088073,92345,15,37,53,3,8,10,56848,0.03%,0.07%,0.09%,0.01%,0.01%,0.02%
chr10,115614420,115676953,374354,18,44,71,2,8,11,62533,0.03%,0.07%,0.11%,0.00%,0.01%,0.02%
chr5,151202074,151304403,2741,16,42,73,5,10,18,102329,0.02%,0.04%,0.07%,0.00%,0.01%,0.02%
chr2,185463093,185804219,91752,18,58,81,15,45,60,341126,0.01%,0.02%,0.02%,0.00%,0.01%,0.02%
chr2,232063260,232239548,80210,23,49,84,10,20,31,176288,0.01%,0.03%,0.05%,0.01%,0.01%,0.02%
chr19,11877815,11894893,126068,15,30,42,1,2,3,17078,0.09%,0.18%,0.25%,0.01%,0.01%,0.02%
chr4,169137444,169239958,55601,20,44,70,6,11,18,102514,0.02%,0.04%,0.07%,0.01%,0.01%,0.02%
chr16,23652713,23681195,84516,9,26,45,1,4,5,28482,0.03%,0.09%,0.16%,0.00%,0.01%,0.02%
chr8,33228342,33330940,84750,15,30,41,6,14,18,102598,0.01%,0.03%,0.04%,0.01%,0.01%,0.02%
chr12,110465872,110511491,400073,8,15,28,0,3,8,45619,0.02%,0.03%,0.06%,0.00%,0.01%,0.02%
chr8,95825539,95893974,55656,14,29,49,2,7,12,68435,0.02%,0.04%,0.07%,0.00%,0.01%,0.02%
chr5,87485450,87565293,153396,12,21,36,4,8,14,79843,0.02%,0.03%,0.05%,0.01%,0.01%,0.02%
chr2,227596033,227664475,3667,25,44,60,5,8,12,68442,0.04%,0.06%,0.09%,0.01%,0.01%,0.02%
chr2,234384166,234475428,55230,17,44,62,5,16,16,91262,0.02%,0.05%,0.07%,0.01%,0.02%,0.02%
chr2,39117021,39202590,100271715,21,29,36,8,10,15,85569,0.02%,0.03%,0.04%,0.01%,0.01%,0.02%
chr4,170015407,170192256,57630,22,61,99,7,20,31,176849,0.01%,0.03%,0.06%,0.00%,0.01%,0.02%
chr10,98064085,98098321,1791,18,44,64,3,4,6,34236,0.05%,0.13%,0.19%,0.01%,0.01%,0.02%
chr7,140419127,140624564,673,24,48,72,14,25,36,205437,0.01%,0.02%,0.04%,0.01%,0.01%,0.02%
chr1,10092890,10241297,10277,17,33,50,5,14,26,148407,0.01%,0.02%,0.03%,0.00%,0.01%,0.02%
chr3,110788918,110994410,25945,24,46,77,12,23,36,205492,0.01%,0.02%,0.04%,0.01%,0.01%,0.02%
chr6,137143717,137235075,5191,20,48,59,7,13,16,91358,0.02%,0.05%,0.06%,0.01%,0.01%,0.02%
chr6,139456249,139501939,51696,15,41,67,3,4,8,45690,0.03%,0.09%,0.15%,0.01%,0.01%,0.02%
chr8,28203102,28260218,55893,24,53,74,5,9,10,57116,0.04%,0.09%,0.13%,0.01%,0.02%,0.02%
chr8,86239837,86291243,759,11,19,22,6,8,9,51406,0.02%,0.04%,0.04%,0.01%,0.02%,0.02%
chr6,84743475,84800600,112609,14,23,29,6,10,10,57125,0.02%,0.04%,0.05%,0.01%,0.02%,0.02%
chr20,43514317,43537173,7529,11,25,41,1,3,4,22856,0.05%,0.11%,0.18%,0.00%,0.01%,0.02%
chr4,152023903,152246784,152503,29,47,62,19,30,39,222881,0.01%,0.02%,0.03%,0.01%,0.01%,0.02%
chr6,44355262,44418163,988,21,53,90,2,8,11,62901,0.03%,0.08%,0.14%,0.00%,0.01%,0.02%
chr1,100652475,100715390,1629,10,29,41,4,8,11,62915,0.02%,0.05%,0.07%,0.01%,0.01%,0.02%
